ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem,matematica,portugues,ida_next,ian_next,defasagem_next,delta_ida_next,delta_ian_next,delta_defasagem_next,target_risco
RA-1169,ALUNO-1169,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.25,10.0,,,,,0
RA-1169,ALUNO-1169,2022,2.0,F,,,2022.0,,Ametista,7.502992564102563,10.0,7.25,9.487179487179487,6.41668,5.0,6.25,6.944443333333333,-1.0,8.0,6.5,6.3,5.0,-1.0,-0.9500000000000002,-5.0,,1
RA-1169,Aluno-1169,2023,FASE 3,3P,,Feminino,2023.0,Pública,Ametista,7.213625,5.0,6.3,9.5,7.5,5.0,7.03125,8.0025,-1.0,6.8,7.3,6.833333333333333,5.0,-1.0,0.5333333333333332,0.0,0.0,0
RA-117,ALUNO-117,2021,2.0,N,,,,Escola Pública,Ametista,7.774,10.0,7.1,7.1,8.5,7.5,8.3,7.6,0.0,,,6.1,5.0,-1.0,-1.0,-5.0,-1.0,1
RA-1170,ALUNO-1170,2021,1.0,E,,,,Escola Pública,Quartzo,4.275,5.0,0.0,1.3,9.5,8.1,7.3,5.2,-1.0,,,4.75,5.0,,4.75,0.0,,0
RA-1170,ALUNO-1170,2022,1.0,H,,,2019.0,Escola Pública,Ágata,6.281145375891421,5.0,4.75,6.009891879457097,9.50002,7.5,5.625,6.833325,-1.0,5.166666666666667,4.333333333333333,5.9,5.0,-1.0,1.1500000000000004,0.0,,0
RA-1170,Aluno-1170,2023,FASE 3,3P,,Masculino,2023.0,Pública,Agata,6.874683333,5.0,5.9,7.7,8.8,7.52,7.1875,6.5775,-1.0,6.0,6.8,3.5,5.0,-2.0,-2.4000000000000004,0.0,-1.0,1
RA-1171,ALUNO-1171,2021,3.0,F,,,,Rede Decisão,Topázio,9.025,10.0,9.2,8.9,8.8,6.3,9.2,9.9,0.0,,,7.911111111111111,10.0,,-1.2888888888888879,0.0,,1
RA-1171,ALUNO-1171,2022,4.0,F,,,2019.0,Rede Decisão,Topázio,8.63847438888889,10.0,7.911111111111111,9.895833333333334,8.33334,5.625,7.8125,9.5000075,-1.0,7.666666666666667,9.666666666666666,8.7,5.0,-1.0,0.7888888888888879,-5.0,,0
RA-1171,Aluno-1171,2023,FASE 3,3P,14.0,Masculino,2023.0,Pública,Ametista,7.856033333,5.0,8.7,8.4,7.9,5.0,8.75,8.88,-1.0,7.3,9.0,7.5,5.0,-1.0,-1.1999999999999993,0.0,0.0,1
RA-1172,ALUNO-1172,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.7,5.0,-2.0,,,,0
RA-1172,Aluno-1172,2023,FASE 4,4A,16.0,Feminino,2023.0,Pública,Ametista,7.030108333,5.0,6.7,7.8,8.3,2.52,8.59375,8.46,-2.0,6.0,5.7,3.3333333333333335,5.0,-1.0,-3.3666666666666667,0.0,1.0,1
RA-1173,ALUNO-1173,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.0,10.0,0.0,,,,0
RA-1173,Aluno-1173,2023,FASE 4,4A,14.0,Masculino,2023.0,Pública,Ametista,7.67285,10.0,6.0,9.7,8.8,2.52,7.8125,8.1225,0.0,7.0,5.0,5.833333333333333,10.0,0.0,-0.16666666666666696,0.0,0.0,0
RA-1174,ALUNO-1174,2021,6.0,C,,,,Rede Decisão,Ágata,6.775,10.0,6.0,7.2,8.3,3.8,6.7,6.3,0.0,,,5.877777777777777,5.0,,-0.12222222222222268,-5.0,,0
RA-1174,ALUNO-1174,2022,6.0,A,,,2019.0,Rede Decisão,Quartzo,4.949617787439614,5.0,5.877777777777777,5.366847826086957,0.0,5.0,6.5625,5.222213333333333,-1.0,5.3,2.333333333333333,6.8,5.0,-1.0,0.9222222222222225,0.0,,0
RA-1174,Aluno-1174,2023,FASE 4,4B,15.0,Feminino,2023.0,Pública,Ametista,7.333591667,5.0,6.8,8.7,9.2,2.52,8.90625,8.3375,-1.0,6.5,7.2,5.0,10.0,0.0,-1.7999999999999998,5.0,1.0,1
RA-1175,ALUNO-1175,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.3,2.5,-3.0,,,,0
RA-1176,ALUNO-1176,2021,5.0,B,,,,Rede Decisão,Ametista,8.003,5.0,8.5,6.9,9.2,8.1,8.4,9.3,-1.0,,,8.555555555555555,5.0,,0.05555555555555536,0.0,,0
RA-1176,ALUNO-1176,2022,6.0,A,,,2017.0,Rede Decisão,Topázio,8.523222128427129,5.0,8.555555555555555,8.940746753246753,9.16668,7.5,8.90625,9.833343333333334,-1.0,7.0,9.0,8.2,10.0,1.0,-0.35555555555555607,5.0,,1
RA-1176,Aluno-1176,2023,FASE 4,4B,13.0,Masculino,2023.0,Pública,Topázio,8.881483333,10.0,8.2,9.3,8.3,7.52,9.6875,9.17,1.0,8.0,7.8,9.166666666666666,10.0,1.0,0.9666666666666668,0.0,0.0,0
RA-1177,ALUNO-1177,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.916666666666666,5.0,,,,,0
RA-1177,ALUNO-1177,2022,1.0,J,,,2022.0,,Ametista,7.064253429951691,5.0,4.916666666666666,9.015700483091788,10.00002,7.5,5.833333333333334,7.222223333333333,-1.0,5.5,4.333333333333333,7.2,10.0,0.0,2.283333333333334,5.0,,1
RA-1177,Aluno-1177,2023,FASE 4,4B,14.0,Feminino,2023.0,Pública,Topázio,8.345491667,10.0,7.2,9.9,10.0,2.52,8.90625,8.88,0.0,7.0,6.7,7.333333333333333,10.0,0.0,0.13333333333333286,0.0,0.0,0
RA-1178,ALUNO-1178,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.7,5.0,-2.0,,,,0
RA-1178,Aluno-1178,2023,FASE 4,4C,,Masculino,2023.0,Pública,Ametista,7.066475,5.0,5.7,9.3,8.8,2.52,7.96875,8.2125,-2.0,6.3,4.5,8.333333333333334,5.0,-1.0,2.6333333333333337,0.0,1.0,1
RA-1179,ALUNO-1179,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.25,5.0,,,,,0
RA-1179,ALUNO-1179,2022,2.0,L,,,2022.0,,Ágata,6.646760592592592,5.0,2.25,9.62962962962963,8.41668,7.5,6.458333333333334,7.666666666666667,-1.0,4.0,0.5,5.0,5.0,-1.0,2.75,0.0,,0
RA-118,ALUNO-118,2021,1.0,B,,,,Escola Pública,Topázio,8.299,10.0,6.9,9.6,8.5,7.5,7.5,8.2,0.0,,,3.9,10.0,0.0,-3.0000000000000004,0.0,0.0,1
RA-1180,ALUNO-1180,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.0,5.0,,,,,0
RA-1180,ALUNO-1180,2022,2.0,P,,,2022.0,,Ágata,6.142593037037038,5.0,7.0,6.018518518518519,0.0,7.5,6.666666666666666,8.111113333333336,-1.0,8.0,6.0,5.4,5.0,-1.0,-1.5999999999999996,0.0,,1
RA-1181,ALUNO-1181,2021,1.0,F,,,,Escola Pública,Ametista,7.961,5.0,7.6,9.6,9.0,5.6,8.1,8.7,-1.0,,,7.083333333333334,5.0,,-0.5166666666666657,0.0,,0
RA-1181,ALUNO-1181,2022,1.0,J,,,2019.0,Escola Pública,Ametista,7.455557555555556,5.0,7.083333333333334,9.444444444444445,8.500020000000001,7.5,5.833333333333334,7.333333333333333,-1.0,8.0,6.166666666666667,4.8,10.0,0.0,-2.283333333333334,5.0,,1
RA-1181,Aluno-1181,2023,FASE 4,4C,,Feminino,2023.0,Pública,Agata,6.971266667,10.0,4.8,8.3,8.8,2.52,7.5,7.3375,0.0,5.7,4.3,3.8333333333333335,10.0,0.0,-0.9666666666666663,0.0,0.0,1
RA-1182,ALUNO-1182,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.4,10.0,0.0,,,,0
RA-1182,ALUNO-1182,2021,0.0,L,,,,Escola Pública,Ametista,7.006,10.0,4.4,8.3,7.4,7.5,6.6,6.6,0.0,,,9.616666666666667,10.0,,5.216666666666667,0.0,,0
RA-1182,ALUNO-1182,2022,0.0,R,,,2021.0,Escola Pública,Ametista,7.886571512820513,10.0,9.616666666666667,9.097435897435895,8.500020000000001,5.0,3.4375,7.249995,-1.0,9.533333333333331,9.7,4.2,5.0,-2.0,-5.416666666666667,-5.0,,1
RA-1183,ALUNO-1183,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.4,5.0,-1.0,,,,0
RA-1183,ALUNO-1183,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.3,5.0,-1.0,,,,0
RA-1184,ALUNO-1184,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.0,5.0,,,,,0
RA-1184,ALUNO-1184,2022,1.0,U,,,2022.0,,Ametista,7.475002333333333,5.0,6.0,9.666666666666666,9.000020000000001,7.5,6.25,7.833335,-1.0,7.0,5.0,7.3,5.0,-2.0,1.2999999999999998,0.0,,0
RA-1184,Aluno-1184,2023,FASE 4,4F,,Masculino,2023.0,Pública,Ametista,7.381566667,5.0,7.3,8.3,8.3,5.0,8.125,8.045,-2.0,8.0,5.5,7.666666666666667,5.0,-1.0,0.36666666666666714,0.0,1.0,1
RA-1185,ALUNO-1185,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.0,5.0,,,,,0
RA-1185,ALUNO-1185,2022,1.0,A,,,2022.0,,Ametista,7.461113333333333,5.0,7.0,9.666666666666666,7.50002,7.5,5.833333333333334,7.722223333333334,-1.0,8.0,6.0,7.5,10.0,1.0,0.5,5.0,,1
RA-1186,ALUNO-1186,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,2.5,5.0,,,,,0
RA-1186,ALUNO-1186,2022,3.0,M,,,2022.0,,Quartzo,4.733141106060606,5.0,2.5,4.53030303030303,5.41665,7.5,5.9375,4.7083275,-1.0,0.0,5.0,5.5,5.0,-2.0,3.0,0.0,,0
RA-1187,ALUNO-1187,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.3,10.0,1.0,,,,0
RA-1188,ALUNO-1188,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.4,5.0,-1.0,,,,0
RA-1188,Aluno-1188,2023,FASE 4,4H,15.0,Feminino,2023.0,Pública,,7.36,5.0,6.4,9.4,9.6,7.5,7.8125,7.5875,-1.0,6.5,7.5,7.0,5.0,-1.0,0.5999999999999996,0.0,0.0,0
RA-1189,ALUNO-1189,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.1,5.0,-1.0,,,,0
RA-1189,Aluno-1189,2023,FASE 4,4H,,Feminino,2023.0,Pública,,7.36,5.0,6.1,9.0,8.8,7.5,7.8125,7.3775,-1.0,6.3,5.7,7.666666666666667,5.0,-1.0,1.5666666666666673,0.0,0.0,0
RA-119,ALUNO-119,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.4,10.0,0.0,,,,0
RA-119,Aluno-119,2022,4,B,14.0,Menina,2016.0,Rede Decisão,Ametista,7.501,10.0,5.4,8.2,8.3,5.6,,7.875,0.0,5.7,7.0,,10.0,2.0,,0.0,2.0,1
RA-119,Aluno-119,2023,FASE 7,7E,15.0,Feminino,2016.0,Privada - Programa de Apadrinhamento,,7.36,10.0,6.5,8.6,6.7,2.52,,,2.0,,,7.366666666666667,10.0,1.0,,0.0,-1.0,0
RA-1190,ALUNO-1190,2021,2.0,M,,,,Escola Pública,Ametista,7.554,5.0,6.1,8.8,8.5,7.5,8.1,8.3,-1.0,,,5.000000000000001,10.0,,-1.0999999999999988,5.0,,1
RA-1190,ALUNO-1190,2022,3.0,M,,,2019.0,Escola Pública,Ágata,6.929611095238096,10.0,5.000000000000001,7.413690476190476,7.91667,6.875,7.34375,6.166655,-1.0,5.5,6.666666666666667,4.2,10.0,0.0,-0.8000000000000007,0.0,,1
RA-1191,ALUNO-1191,2021,3.0,A,,,,Rede Decisão,Quartzo,4.615,10.0,1.9,2.5,7.5,4.4,7.1,4.2,0.0,,,7.888888888888889,10.0,,5.988888888888889,0.0,,0
RA-1191,ALUNO-1191,2022,4.0,F,,,2017.0,Rede Decisão,Topázio,8.180903944444445,10.0,7.888888888888889,9.333333333333334,7.5,5.0,8.28125,8.2916725,-1.0,7.166666666666667,7.5,3.7,10.0,0.0,-4.188888888888889,0.0,,1
RA-1192,ALUNO-1192,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.25,5.0,,,,,0
RA-1192,ALUNO-1192,2022,2.0,K,,,2022.0,,Ágata,6.725002000000001,5.0,3.25,9.666666666666666,8.000020000000001,7.5,6.25,7.333333333333333,-1.0,5.5,1.0,5.8,5.0,-1.0,2.55,0.0,,0
RA-1193,ALUNO-1193,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.1,10.0,0.0,,,,0
RA-1193,Aluno-1193,2023,FASE 4,4L,,Feminino,2023.0,Pública,Agata,6.018083333,10.0,4.1,7.8,0.0,5.0,7.1875,7.13,0.0,3.7,3.5,4.0,5.0,-1.0,-0.09999999999999964,-5.0,-1.0,0
RA-1194,ALUNO-1194,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.083333333333333,5.0,,,,,0
RA-1194,ALUNO-1194,2022,1.0,A,,,2022.0,,Ametista,7.677713417989418,5.0,7.083333333333333,8.756613756613756,10.00002,7.5,6.041666666666667,8.277776666666666,-1.0,6.0,8.166666666666666,6.1,10.0,1.0,-0.9833333333333334,5.0,,1
RA-1195,ALUNO-1195,2021,3.0,B,,,,Escola Pública,Topázio,8.322,10.0,7.4,8.6,9.2,7.5,7.9,8.3,0.0,,,7.955555555555556,10.0,,0.5555555555555554,0.0,,0
RA-1195,ALUNO-1195,2022,4.0,A,,,2020.0,Escola Pública,Topázio,8.645932539215686,10.0,7.955555555555556,9.419934640522875,7.5,8.125,8.75,8.6666725,-1.0,7.5,6.666666666666667,5.4,2.5,-3.0,-2.5555555555555554,-7.5,,1
RA-1195,Aluno-1195,2023,FASE 4,4N,,Feminino,2022.0,Pública,Quartzo,5.677291667,2.5,5.4,8.3,0.0,2.52,8.28125,8.0025,-3.0,4.3,4.7,6.166666666666667,5.0,-2.0,0.7666666666666666,2.5,1.0,1
RA-1196,ALUNO-1196,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.1,10.0,0.0,,,,0
RA-1196,ALUNO-1196,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.5,10.0,0.0,,,,0
RA-1197,ALUNO-1197,2022,,,,,,Rede Decisão,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.3,5.0,-1.0,,,,0
RA-1198,ALUNO-1198,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.7,5.0,-1.0,,,,0
RA-1198,Aluno-1198,2023,FASE 5,5B,,Feminino,2023.0,Pública,Ametista,7.515233333,5.0,6.7,9.4,8.3,6.26,7.5,7.9625,-1.0,7.3,3.7,3.5,5.0,-1.0,-3.2,0.0,0.0,1
RA-1199,ALUNO-1199,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.9,5.0,-1.0,,,,0
RA-1199,ALUNO-1199,2021,0.0,S,,,,Escola Pública,Ametista,7.025,5.0,4.9,8.3,8.5,7.5,7.5,7.7,-1.0,,,7.083333333333334,5.0,,2.1833333333333336,0.0,,0
RA-1199,ALUNO-1199,2022,0.0,L,,,2021.0,Escola Pública,Ametista,7.645834666666667,5.0,7.083333333333334,10.0,9.000020000000001,7.5,5.625,7.58333,-1.0,7.166666666666667,7.0,6.2,5.0,-2.0,-0.8833333333333337,0.0,,1
RA-1199,Aluno-1199,2023,FASE 5,5C,,Masculino,2023.0,Pública,Ametista,7.024933333,5.0,6.2,9.1,6.7,5.0,6.875,8.0875,-2.0,6.8,5.0,9.0,5.0,-2.0,2.8,0.0,0.0,0
RA-12,ALUNO-12,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,1.5,10.0,0.0,,,,0
RA-12,Aluno-12,2022,7,A,17.0,Menina,2020.0,Escola Pública,Quartzo,4.832,10.0,1.5,4.0,0.0,6.9,,6.389,0.0,2.7,1.1,,10.0,0.0,,0.0,0.0,0
RA-12,Aluno-12,2023,FASE 8,8E,18.0,Feminino,2020.0,Privada *Parcerias com Bolsa 100%,,7.36,10.0,6.5,8.6,8.8,7.5,,,0.0,,,,10.0,0.0,,0.0,0.0,0
RA-120,ALUNO-120,2021,1.0,A,,,,Escola Pública,Ametista,7.096,5.0,6.1,8.3,8.5,7.5,7.5,6.8,-1.0,,,6.2,5.0,-1.0,0.10000000000000053,0.0,0.0,0
RA-1200,ALUNO-1200,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.0,10.0,0.0,,,,0
RA-1200,Aluno-1200,2023,FASE 5,5C,15.0,Feminino,2023.0,Pública,Quartzo,5.711166667,10.0,4.0,6.4,0.0,5.0,7.5,6.8725,0.0,4.3,2.3,1.5,5.0,-1.0,-2.5,-5.0,-1.0,1
RA-1201,ALUNO-1201,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.5,10.0,0.0,,,,0
RA-1201,ALUNO-1201,2022,,,,,,Rede Decisão,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.8,10.0,0.0,,,,0
RA-1201,Aluno-1201,2023,FASE 5,5C,15.0,Masculino,2023.0,Pública,Topázio,8.378008333,10.0,7.8,9.6,9.2,3.77,8.59375,8.7575,0.0,8.3,6.5,9.0,5.0,-1.0,1.2000000000000002,-5.0,-1.0,0
RA-1202,ALUNO-1202,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.916666666666666,5.0,,,,,0
RA-1202,ALUNO-1202,2022,1.0,U,,,2022.0,,Ametista,7.451335164578111,5.0,6.916666666666666,8.798329156223893,8.000020000000001,7.5,6.25,8.16667,-1.0,7.333333333333333,6.5,3.3,5.0,-1.0,-3.6166666666666663,0.0,,1
RA-1203,ALUNO-1203,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.133333333333333,10.0,,,,,0
RA-1203,ALUNO-1203,2022,0.0,H,,,2022.0,,Topázio,8.154543650793652,10.0,8.133333333333333,8.670634920634921,10.00002,8.125,5.3125,7.24999,-1.0,7.766666666666667,8.5,7.2,5.0,-1.0,-0.9333333333333327,-5.0,,1
RA-1203,Aluno-1203,2023,FASE 5,5L,,Feminino,2023.0,Pública,Ametista,7.487841667,5.0,7.2,10.0,9.2,2.52,7.96875,7.8775,-1.0,6.7,5.8,9.0,10.0,0.0,1.7999999999999998,5.0,1.0,1
RA-1204,ALUNO-1204,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.9,10.0,0.0,,,,0
RA-1204,ALUNO-1204,2021,1.0,G,,,,Escola Pública,Topázio,8.797,10.0,6.9,9.6,10.0,7.5,8.3,9.6,0.0,,,7.333333333333334,5.0,,0.43333333333333357,-5.0,,0
RA-1204,ALUNO-1204,2022,1.0,P,,,2021.0,Escola Pública,Ametista,7.750398603174604,5.0,7.333333333333334,9.682539682539682,10.00002,6.875,6.041666666666667,7.777776666666666,-1.0,7.666666666666667,7.0,6.1,5.0,-1.0,-1.2333333333333343,0.0,,1
RA-1205,ALUNO-1205,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.0,2.5,-3.0,,,,0
RA-1206,ALUNO-1206,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.6,10.0,0.0,,,,0
RA-1206,ALUNO-1206,2021,0.0,T,,,,Escola Pública,Topázio,8.871,10.0,7.6,10.0,8.5,7.5,8.1,9.7,0.0,,,8.0,10.0,,0.40000000000000036,0.0,,0
RA-1206,ALUNO-1206,2022,1.0,B,,,2021.0,Escola Pública,Topázio,8.072224444444444,10.0,8.0,8.88888888888889,8.500020000000001,7.5,5.833333333333334,7.555556666666667,-1.0,8.166666666666666,7.833333333333333,5.6,5.0,-2.0,-2.4000000000000004,-5.0,,1
RA-1207,ALUNO-1207,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.5,5.0,,,,,0
RA-1207,ALUNO-1207,2022,2.0,L,,,2022.0,,Ametista,7.940280666666667,5.0,7.5,10.0,9.000020000000001,7.5,6.458333333333333,8.222226666666668,-1.0,5.0,10.0,5.5,10.0,0.0,-2.0,5.0,,1
RA-1207,Aluno-1207,2023,FASE 5,5M,,Feminino,2023.0,Pública,Ametista,7.58235,10.0,5.5,9.0,8.8,5.0,7.8125,7.63,0.0,5.0,4.0,5.333333333333333,5.0,-1.0,-0.16666666666666696,-5.0,-1.0,0
RA-1208,ALUNO-1208,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,9.733333333333334,5.0,,,,,0
RA-1208,ALUNO-1208,2022,0.0,K,,,2022.0,,Topázio,8.259535082249474,5.0,9.733333333333334,9.251827077914037,9.50002,7.5,5.625,8.500005,-1.0,9.6,9.866666666666667,6.2,10.0,0.0,-3.533333333333334,5.0,,1
RA-1209,ALUNO-1209,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.083333333333333,10.0,,,,,0
RA-1209,ALUNO-1209,2022,0.0,O,,,2022.0,,Ametista,7.334936230769231,10.0,4.083333333333333,8.945512820512821,9.50002,7.5,5.625,7.333325,-1.0,4.5,3.666666666666667,7.4,5.0,-1.0,3.3166666666666673,-5.0,,0
RA-121,ALUNO-121,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.2,5.0,-2.0,,,,0
RA-121,Aluno-121,2022,4,B,16.0,Menina,2021.0,Escola Pública,Ametista,7.245,5.0,7.2,8.4,7.1,6.3,,7.625,-2.0,5.7,6.8,6.0,5.0,-1.0,-1.2000000000000002,0.0,1.0,1
RA-121,Aluno-121,2023,FASE 5,5A,,Feminino,2021.0,Pública,Agata,6.811875,5.0,6.0,8.8,6.3,5.0,7.34375,7.4625,-1.0,5.0,5.7,8.833333333333334,5.0,-2.0,2.833333333333334,0.0,-1.0,0
RA-1210,ALUNO-1210,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.8,10.0,0.0,,,,0
RA-1210,ALUNO-1210,2021,0.0,L,,,,Escola Pública,Topázio,8.25,10.0,6.8,10.0,8.0,7.5,7.5,8.0,0.0,,,7.583333333333334,5.0,,0.7833333333333341,-5.0,,0
RA-1210,ALUNO-1210,2022,0.0,T,,,2021.0,Escola Pública,Ametista,7.249737116402116,5.0,7.583333333333334,8.248677248677248,7.50002,6.875,5.625,7.916665,-1.0,6.833333333333333,8.333333333333334,4.7,5.0,-1.0,-2.8833333333333337,0.0,,1
RA-1210,Aluno-1210,2023,FASE 5,5M,16.0,Feminino,2023.0,Pública,Ametista,7.171083333,5.0,4.7,9.4,9.6,5.0,7.8125,8.09,-1.0,5.0,2.0,5.5,10.0,0.0,0.7999999999999998,5.0,1.0,1
RA-1211,ALUNO-1211,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.8,10.0,0.0,,,,0
RA-1211,ALUNO-1211,2021,0.0,L,,,,Escola Pública,Ágata,6.748,10.0,4.8,6.7,8.4,7.5,6.6,6.1,0.0,,,7.266666666666667,5.0,,2.466666666666667,-5.0,,0
RA-1211,ALUNO-1211,2022,0.0,R,,,2021.0,Escola Pública,Ágata,6.575448717948719,5.0,7.266666666666667,5.673076923076924,8.91668,5.625,5.0,7.66666,-1.0,5.666666666666667,8.866666666666667,6.2,5.0,-1.0,-1.0666666666666664,0.0,,1
RA-1212,ALUNO-1212,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.3,5.0,-1.0,,,,0
RA-1212,ALUNO-1212,2022,,,,,,Escola Pública,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.2,5.0,-1.0,,,,0
RA-1213,ALUNO-1213,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.25,10.0,,,,,0
RA-1213,ALUNO-1213,2022,3.0,A,,,2022.0,,Ametista,7.3354175,10.0,6.25,6.875,6.66668,8.75,7.1875,7.2499975,-1.0,7.5,5.0,6.0,5.0,-2.0,-0.25,-5.0,,0
RA-1214,ALUNO-1214,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.0,5.0,-1.0,,,,0
RA-1214,ALUNO-1214,2021,1.0,M,,,,Escola Pública,Ametista,7.496,5.0,3.0,10.0,10.0,7.5,8.1,9.2,-1.0,,,9.0,5.0,,6.0,0.0,,0
RA-1214,ALUNO-1214,2022,1.0,M,,,2021.0,Escola Pública,Ametista,7.692903234567901,5.0,9.0,8.006172839506172,9.50002,7.5,6.25,7.333333333333333,-1.0,8.833333333333334,9.166666666666666,7.4,10.0,0.0,-1.5999999999999996,5.0,,1
RA-1214,Aluno-1214,2023,FASE 6,6A,16.0,Masculino,2023.0,Pública,Topázio,8.378666667,10.0,7.4,9.8,9.6,6.89,7.5,7.6725,0.0,8.0,5.0,8.0,10.0,0.0,0.5999999999999996,0.0,0.0,0
RA-1215,ALUNO-1215,2021,1.0,B,,,,Escola Pública,Ametista,7.401,5.0,6.3,10.0,9.5,2.5,7.5,8.4,-1.0,,,8.5,5.0,,2.2,0.0,,0
RA-1215,ALUNO-1215,2022,2.0,B,,,2019.0,Escola Pública,Ametista,7.908336,5.0,8.5,10.0,9.000020000000001,5.625,6.458333333333334,8.000003333333334,-1.0,8.5,8.5,4.1,10.0,0.0,-4.4,5.0,,1
RA-1216,ALUNO-1216,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.9,5.0,-2.0,,,,0
RA-1216,Aluno-1216,2023,FASE 6,6A,19.0,Feminino,2023.0,Concluiu o 3º EM,Ametista,7.7105,5.0,7.9,9.0,9.6,5.63,7.5,7.795,-2.0,8.7,5.3,,10.0,0.0,,5.0,2.0,1
RA-1217,ALUNO-1217,2021,3.0,A,,,,Rede Decisão,Ametista,8.181,5.0,7.6,8.6,8.8,7.5,9.2,9.5,-1.0,,,8.533333333333333,5.0,,0.9333333333333336,0.0,,0
RA-1217,ALUNO-1217,2022,4.0,A,,,2016.0,Rede Decisão,Ametista,7.83582013255232,5.0,8.533333333333333,7.775967329428265,7.91667,6.25,8.90625,8.83334,-1.0,7.5,9.0,5.9,5.0,-1.0,-2.633333333333333,0.0,,1
RA-1218,ALUNO-1218,2022,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.3,5.0,-1.0,,,,0
RA-1219,ALUNO-1219,2021,5.0,B,,,,Rede Decisão,Ametista,8.201,10.0,7.9,7.5,7.9,7.5,8.6,8.6,1.0,,,8.055555555555555,10.0,,0.155555555555555,0.0,,0
